;docid;docnumber;docdate;parent;request;date;hour;name;federal_district;region_with_type;city;timezone;lat;lon;local_time
4935;526960;З-03276;2023-12-04 10:17:01.832612+03:00;0;1153668049028;2023-12-04;10;"ГБПОУ ВО ""БТПИТ""";Центральный;Воронежская обл;Борисоглебск;UTC+3;51.3661017;42.0810139;2023-12-04 10:17:01.832612+03:00
4936;515947;ОП-З-02993-002;2023-11-13 17:08:56.402339+03:00;515807;1159102037940;2023-11-13;17;"ФГБОУ ВО ""КГМТУ""";Южный;Респ Крым;Керчь;UTC+3;45.2990979;36.4272965;2023-11-13 17:08:56.402339+03:00
4937;518212;ОП-З-03061-001;2023-11-16 11:33:07.788796+03:00;518185;1037739630697;2023-11-16;11;ФГБОУ ВО РГАУ-МСХА ИМЕНИ К.А. ТИМИРЯЗЕВА;Центральный;г Москва;Москва;UTC+3;55.8329754;37.5498896;2023-11-16 11:33:07.788796+03:00
4938;511733;ОП-З-02861-001;2023-11-07 17:47:12.537256+03:00;511632;1021602857605;2023-11-07;17;"УВО ""УНИВЕРСИТЕТ УПРАВЛЕНИЯ ""ТИСБИ""";Приволжский;Респ Татарстан;Казань;UTC+3;55.7898711;49.134656;2023-11-07 17:47:12.537256+03:00
4939;522272;О-З-03157-002;2023-11-23 16:20:01.820961+03:00;521154;1026103709499;2023-11-23;16;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-11-23 16:20:01.820961+03:00
4940;513587;О-З-02904-003;2023-11-10 09:55:02.111077+03:00;513072;1022100909710;2023-11-10;9;НОВОЧЕБОКСАРСКИЙ ХИМИКО-МЕХАНИЧЕСКИЙ ТЕХНИКУМ МИНОБРАЗОВАНИЯ ЧУВАШИИ;Приволжский;Чувашская республика - Чувашия;Новочебоксарск;UTC+3;56.1250486;47.5035347;2023-11-10 09:55:02.111077+03:00
4941;513019;О-З-02711-001;2023-11-09 12:57:02.004633+03:00;508238;1021000541803;2023-11-09;12;"ГАПОУ РК ""ПЕТРОЗАВОДСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""";Северо-Западный;Респ Карелия;Петрозаводск;UTC+3;61.7904107;34.3431064;2023-11-09 12:57:02.004633+03:00
4942;522285;ОП-З-03157-004;2023-11-23 16:35:21.257767+03:00;521154;1026103709499;2023-11-23;16;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-11-23 16:35:21.257767+03:00
4943;511670;О-З-02844-001;2023-11-07 17:09:01.817215+03:00;511314;1037800006089;2023-11-07;17;САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, САНКТ-ПЕТЕРБУРГСКИЙ УНИВЕРСИТЕТ ИЛИ СПБГУ;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.94074;30.300246;2023-11-07 17:09:01.817215+03:00
4944;513802;ОП-З-02931-003;2023-11-10 13:13:27.940468+03:00;513712;1024001432234;2023-11-10;13;"ГБПОУ КО ""КТЭП""";Центральный;Калужская обл;Калуга;UTC+3;54.517941;36.2890439;2023-11-10 13:13:27.940468+03:00
4945;516262;ОП-З-03006-001;2023-11-14 10:12:50.859729+03:00;516251;1027806875381;2023-11-14;10;"СПБГЭТУ ""ЛЭТИ""";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.9716667;30.322607;2023-11-14 10:12:50.859729+03:00
4946;528289;О-З-03324-001;2023-12-06 14:46:01.792376+03:00;528270;1027739733922;2023-12-06;14;ФГАОУ ВО РУТ (МИИТ), РУТ (МИИТ);Центральный;г Москва;Москва;UTC+3;55.7878531;37.6089844;2023-12-06 14:46:01.792376+03:00
4947;518078;ОП-З-03055-002;2023-11-16 09:21:16.986525+03:00;518011;1022401793248;2023-11-16;9;МАОУ ЛИЦЕЙ № 7;Сибирский;Красноярский край;Красноярск;UTC+7;56.01431;92.8167953;2023-11-16 13:21:16.986525+07:00
4948;513046;ОП-З-02902-001;2023-11-09 13:32:20.468946+03:00;512990;1021300972769;2023-11-09;13;"ГБПОУ РМ ""СГПЭК""";Приволжский;Респ Мордовия;Саранск;UTC+3;54.1902074;45.1873909;2023-11-09 13:32:20.468946+03:00
4949;519578;ОП-З-03102-001;2023-11-17 11:13:53.888923+03:00;519548;1023404237669;2023-11-17;11;"ВОЛГУ, ФГАОУ ВО ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"", ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ВОЛГУ";Южный;Волгоградская обл;Волгоград;UTC+3;48.6417131;44.4227743;2023-11-17 11:13:53.888923+03:00
4950;515904;О-З-02993-001;2023-11-13 16:54:01.568340+03:00;515807;1159102037940;2023-11-13;16;"ФГБОУ ВО ""КГМТУ""";Южный;Респ Крым;Керчь;UTC+3;45.2990979;36.4272965;2023-11-13 16:54:01.568340+03:00
4951;523441;ОП-З-03207-001;2023-11-27 11:09:26.640635+03:00;523420;1023801748761;2023-11-27;11;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-11-27 16:09:26.640635+08:00
4952;518510;О-З-03070-001;2023-11-16 16:02:02.141942+03:00;518447;1037739049105;2023-11-16;16;"ФГБУ ""ФЦТ""";Центральный;г Москва;Москва;UTC+3;55.771362;37.5676061;2023-11-16 16:02:02.141942+03:00
4953;513471;ОП-З-02926-001;2023-11-10 09:11:15.745388+03:00;513417;1026602950065;2023-11-10;9;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-10 11:11:15.745388+05:00
4954;519594;ОП-З-03104-001;2023-11-17 11:07:58.509292+03:00;519583;1037739630697;2023-11-17;11;ФГБОУ ВО РГАУ-МСХА ИМЕНИ К.А. ТИМИРЯЗЕВА;Центральный;г Москва;Москва;UTC+3;55.8329754;37.5498896;2023-11-17 11:07:58.509292+03:00
4955;518522;ОП-З-03070-002;2023-11-16 16:03:40.242820+03:00;518447;1037739049105;2023-11-16;16;"ФГБУ ""ФЦТ""";Центральный;г Москва;Москва;UTC+3;55.771362;37.5676061;2023-11-16 16:03:40.242820+03:00
4956;528270;З-03324;2023-12-06 14:32:01.980256+03:00;0;1027739733922;2023-12-06;14;ФГАОУ ВО РУТ (МИИТ), РУТ (МИИТ);Центральный;г Москва;Москва;UTC+3;55.7878531;37.6089844;2023-12-06 14:32:01.980256+03:00
4957;513498;ОП-З-02922-001;2023-11-10 09:10:26.879322+03:00;513388;1026602950065;2023-11-10;9;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-10 11:10:26.879322+05:00
4958;513462;ОП-З-02916-001;2023-11-10 09:16:54.391894+03:00;513335;1022501297785;2023-11-10;9;"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ";Дальневосточный;Приморский край;Владивосток;UTC+10;43.03068;131.886293;2023-11-10 16:16:54.391894+10:00
4959;523320;О-З-03200-002;2023-11-27 08:34:02.271624+03:00;523193;1022100976347;2023-11-27;8;"ГАПОУ ЧР ""ЧПК"" МИНОБРАЗОВАНИЯ ЧУВАШИИ";Приволжский;Чувашская республика - Чувашия;Чебоксары;UTC+3;56.1376407;47.2848686;2023-11-27 08:34:02.271624+03:00
4960;515969;ОП-З-02993-003;2023-11-13 17:11:21.609740+03:00;515807;1159102037940;2023-11-13;17;"ФГБОУ ВО ""КГМТУ""";Южный;Респ Крым;Керчь;UTC+3;45.2990979;36.4272965;2023-11-13 17:11:21.609740+03:00
4961;515979;ОП-З-02997-001;2023-11-13 17:16:32.914892+03:00;515920;1034316504540;2023-11-13;17;ФГБОУ ВО КИРОВСКИЙ ГМУ МИНЗДРАВА РОССИИ;Приволжский;Кировская обл;Киров;UTC+3;58.5935558;49.6693129;2023-11-13 17:16:32.914892+03:00
4962;517985;ОП-З-03047-002;2023-11-15 17:49:18.782937+03:00;517812;1037800006089;2023-11-15;17;САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, САНКТ-ПЕТЕРБУРГСКИЙ УНИВЕРСИТЕТ ИЛИ СПБГУ;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.94074;30.300246;2023-11-15 17:49:18.782937+03:00
4963;521639;ОП-З-03173-001;2023-11-22 15:17:14.830454+03:00;521628;1027810241502;2023-11-22;15;ФГБОУ ВО ПГУПС;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.9240182;30.3172555;2023-11-22 15:17:14.830454+03:00
4964;517521;О-З-03039-001;2023-11-15 11:21:01.476486+03:00;517451;1023601560510;2023-11-15;11;"ФГБОУ ВО ""ВГУ""";Центральный;Воронежская обл;Воронеж;UTC+3;51.6565634;39.2061414;2023-11-15 11:21:01.476486+03:00
4965;513437;ОП-З-02915-001;2023-11-10 09:07:26.338983+03:00;513328;1027000885251;2023-11-10;9;ФГБОУ ВО СИБГМУ МИНЗДРАВА РОССИИ;Сибирский;Томская обл;Томск;UTC+7;56.472889;84.949293;2023-11-10 13:07:26.338983+07:00
4966;523760;ОП-З-03215-001;2023-11-27 14:32:40.224396+03:00;523734;1037739049105;2023-11-27;14;"ФГБУ ""ФЦТ""";Центральный;г Москва;Москва;UTC+3;55.771362;37.5676061;2023-11-27 14:32:40.224396+03:00
4967;518532;ОП-З-03071-001;2023-11-16 16:10:17.909112+03:00;518468;1037800006089;2023-11-16;16;САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, САНКТ-ПЕТЕРБУРГСКИЙ УНИВЕРСИТЕТ ИЛИ СПБГУ;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.94074;30.300246;2023-11-16 16:10:17.909112+03:00
4968;513328;З-02915;2023-11-09 19:31:01.797363+03:00;0;1027000885251;2023-11-09;19;ФГБОУ ВО СИБГМУ МИНЗДРАВА РОССИИ;Сибирский;Томская обл;Томск;UTC+7;56.472889;84.949293;2023-11-09 23:31:01.797363+07:00
4969;515568;З-02983;2023-11-13 14:23:01.564855+03:00;0;1022301812500;2023-11-13;14;НАН ЧОУ ВО АКАДЕМИЯ ИМСИТ;Южный;Краснодарский край;Краснодар;UTC+3;45.063432;38.995714;2023-11-13 14:23:01.564855+03:00
4970;523420;З-03207;2023-11-27 11:03:01.763752+03:00;0;1023801748761;2023-11-27;11;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-11-27 16:03:01.763752+08:00
4971;513489;ОП-З-02923-001;2023-11-10 09:10:44.048660+03:00;513395;1026602950065;2023-11-10;9;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-10 11:10:44.048660+05:00
4972;515994;О-З-02997-001;2023-11-13 17:30:01.957977+03:00;515920;1034316504540;2023-11-13;17;ФГБОУ ВО КИРОВСКИЙ ГМУ МИНЗДРАВА РОССИИ;Приволжский;Кировская обл;Киров;UTC+3;58.5935558;49.6693129;2023-11-13 17:30:01.957977+03:00
4973;518090;ОП-З-03054-001;2023-11-16 09:27:38.932936+03:00;518004;1027900510659;2023-11-16;9;"МБОУ ""ГИМНАЗИЯ № 1""";Дальневосточный;Еврейская Аобл;Биробиджан;UTC+10;48.7924099;132.9285179;2023-11-16 16:27:38.932936+10:00
4974;513335;З-02916;2023-11-10 03:18:01.955562+03:00;0;1022501297785;2023-11-10;3;"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ";Дальневосточный;Приморский край;Владивосток;UTC+10;43.03068;131.886293;2023-11-10 10:18:01.955562+10:00
4975;518468;З-03071;2023-11-16 15:30:02.366347+03:00;0;1037800006089;2023-11-16;15;САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, САНКТ-ПЕТЕРБУРГСКИЙ УНИВЕРСИТЕТ ИЛИ СПБГУ;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.94074;30.300246;2023-11-16 15:30:02.366347+03:00
4976;513395;З-02923;2023-11-10 08:47:01.835157+03:00;0;1026602950065;2023-11-10;8;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-10 10:47:01.835157+05:00
4977;516710;ОП-З-03013-001;2023-11-14 14:22:59.453524+03:00;516699;1027810241502;2023-11-14;14;ФГБОУ ВО ПГУПС;Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.9240182;30.3172555;2023-11-14 14:22:59.453524+03:00
4978;517533;ОП-З-03039-002;2023-11-15 11:27:40.277545+03:00;517451;1023601560510;2023-11-15;11;"ФГБОУ ВО ""ВГУ""";Центральный;Воронежская обл;Воронеж;UTC+3;51.6565634;39.2061414;2023-11-15 11:27:40.277545+03:00
4979;517974;ОП-З-03053-001;2023-11-15 17:42:37.643369+03:00;517963;1033600041683;2023-11-15;17;"ФГБОУ ВО ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"", ФГБОУ ВО ""ВГПУ"", ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ, ВГПУ";Центральный;Воронежская обл;Воронеж;UTC+3;51.686516;39.2163702;2023-11-15 17:42:37.643369+03:00
4980;516007;ОП-З-02998-001;2023-11-13 17:37:26.665065+03:00;515987;1038302271919;2023-11-13;17;"ГБПОУ НАО ""НЕНЕЦКИЙ АГРАРНО-ЭКОНОМИЧЕСКИЙ ТЕХНИКУМ ИМЕНИ В.Г. ВОЛКОВА""";Северо-Западный;Ненецкий АО;Нарьян-Мар;UTC+3;67.6335329;52.9886114;2023-11-13 17:37:26.665065+03:00
4981;521648;ОП-З-03171-001;2023-11-22 15:34:53.532993+03:00;521591;1027600693812;2023-11-22;15;ФГБОУ ВО ЯГМУ МИНЗДРАВА РОССИИ;Центральный;Ярославская обл;Ярославль;UTC+3;57.6242278;39.8963237;2023-11-22 15:34:53.532993+03:00
4982;516015;О-З-02940-008;2023-11-13 17:40:01.740314+03:00;514023;1021500582278;2023-11-13;17;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-11-13 17:40:01.740314+03:00
4983;513417;З-02926;2023-11-10 08:49:01.662940+03:00;0;1026602950065;2023-11-10;8;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-10 10:49:01.662940+05:00
4984;518928;О-З-03054-001;2023-11-17 04:26:02.151810+03:00;518004;1027900510659;2023-11-17;4;"МБОУ ""ГИМНАЗИЯ № 1""";Дальневосточный;Еврейская Аобл;Биробиджан;UTC+10;48.7924099;132.9285179;2023-11-17 11:26:02.151810+10:00
4985;518548;ОП-З-03068-001;2023-11-16 16:20:25.275276+03:00;518390;1023601560510;2023-11-16;16;"ФГБОУ ВО ""ВГУ""";Центральный;Воронежская обл;Воронеж;UTC+3;51.6565634;39.2061414;2023-11-16 16:20:25.275276+03:00
4986;516718;З-03014;2023-11-14 14:26:01.458712+03:00;0;1025300990956;2023-11-14;14;"ОГА ПОУ ""БОРОВИЧСКИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ ИМЕНИ А.А. КОКОРИНА""; ОГА ПОУ БМК";Северо-Западный;Новгородская обл;Боровичи;UTC+3;58.4061759;33.8944897;2023-11-14 14:26:01.458712+03:00
4987;513732;О-З-02931-001;2023-11-10 12:13:01.757798+03:00;513712;1024001432234;2023-11-10;12;"ГБПОУ КО ""КТЭП""";Центральный;Калужская обл;Калуга;UTC+3;54.517941;36.2890439;2023-11-10 12:13:01.757798+03:00
4988;519618;ОП-З-03102-002;2023-11-17 11:21:57.671714+03:00;519548;1023404237669;2023-11-17;11;"ВОЛГУ, ФГАОУ ВО ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"", ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ВОЛГУ";Южный;Волгоградская обл;Волгоград;UTC+3;48.6417131;44.4227743;2023-11-17 11:21:57.671714+03:00
4989;517556;ОП-З-03040-002;2023-11-15 11:43:01.879245+03:00;517477;1026103709499;2023-11-15;11;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-11-15 11:43:01.879245+03:00
4990;518248;З-03064;2023-11-16 12:03:02.047665+03:00;0;1024800689044;2023-11-16;12;МБОУ СОШ С. СЫРСКОЕ;Центральный;Липецкая обл;;UTC+3;52.5681707;39.5346578;2023-11-16 12:03:02.047665+03:00
4991;518559;ОП-З-03063-002;2023-11-16 16:37:21.142617+03:00;518240;1022900529431;2023-11-16;16;ФГБОУ ВО СГМУ (Г. АРХАНГЕЛЬСК) МИНЗДРАВА РОССИИ;Северо-Западный;Архангельская обл;Архангельск;UTC+3;64.5422062;40.5146719;2023-11-16 16:37:21.142617+03:00
4992;517542;О-З-03040-001;2023-11-15 11:38:01.819868+03:00;517477;1026103709499;2023-11-15;11;"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2509761;39.6983233;2023-11-15 11:38:01.819868+03:00
4993;530689;О-З-03393-001;2023-12-13 16:40:01.840674+03:00;530619;1022101133218;2023-12-13;16;ЧГПУ ИМ. И.Я. ЯКОВЛЕВА, ЧУВАШСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. И.Я. ЯКОВЛЕВА, УНИВЕРСИТЕТ ЯКОВЛЕВА;Приволжский;Чувашская республика - Чувашия;Чебоксары;UTC+3;56.138874;47.24771;2023-12-13 16:40:01.840674+03:00
4994;516047;З-03001;2023-11-14 02:21:02.054415+03:00;0;1027501153074;2023-11-14;2;"ГПОУ ""ЧПТК""";Дальневосточный;Забайкальский край;Чита;UTC+9;52.0296645;113.5078224;2023-11-14 08:21:02.054415+09:00
4995;515233;ОП-З-02940-006;2023-11-13 11:58:24.779689+03:00;514023;1021500582278;2023-11-13;11;"ГБПОУ ""ВКЭ""";Северо-Кавказский;Респ Северная Осетия - Алания;Владикавказ;UTC+3;43.0258051;44.7046603;2023-11-13 11:58:24.779689+03:00
4996;517225;ОП-З-03030-001;2023-11-15 09:30:10.127547+03:00;517126;1022101133218;2023-11-15;9;ЧГПУ ИМ. И.Я. ЯКОВЛЕВА, ЧУВАШСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. И.Я. ЯКОВЛЕВА, УНИВЕРСИТЕТ ЯКОВЛЕВА;Приволжский;Чувашская республика - Чувашия;Чебоксары;UTC+3;56.138874;47.24771;2023-11-15 09:30:10.127547+03:00
4997;518259;ОП-З-03064-001;2023-11-16 12:05:37.131560+03:00;518248;1024800689044;2023-11-16;12;МБОУ СОШ С. СЫРСКОЕ;Центральный;Липецкая обл;;UTC+3;52.5681707;39.5346578;2023-11-16 12:05:37.131560+03:00
4998;513865;З-02935;2023-11-10 14:10:02.088433+03:00;0;1023404237669;2023-11-10;14;"ВОЛГУ, ФГАОУ ВО ""ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"", ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ВОЛГУ";Южный;Волгоградская обл;Волгоград;UTC+3;48.6417131;44.4227743;2023-11-10 14:10:02.088433+03:00
4999;532205;З-03440;2023-12-20 09:59:03.783452+03:00;0;1025401011680;2023-12-20;9;"ФГБОУ ВО ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"" ФГБОУ ВО СГУПС СГУПС";Сибирский;Новосибирская обл;Новосибирск;UTC+7;55.0656213;82.9265855;2023-12-20 13:59:03.783452+07:00
5000;516054;О-З-02965-001;2023-11-14 02:24:02.139233+03:00;515065;1022501297785;2023-11-14;2;"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ";Дальневосточный;Приморский край;Владивосток;UTC+10;43.03068;131.886293;2023-11-14 09:24:02.139233+10:00
5001;513947;О-З-02938-001;2023-11-10 15:41:02.527649+03:00;513900;1027808758669;2023-11-10;15;ГБОУ ШКОЛА № 461 САНКТ-ПЕТЕРБУРГА;Северо-Западный;г Санкт-Петербург;Колпино;UTC+3;59.7342297;30.5729022;2023-11-10 15:41:02.527649+03:00
5002;516748;ОП-З-03015-001;2023-11-14 14:54:08.217432+03:00;516737;1033600041683;2023-11-14;14;"ФГБОУ ВО ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"", ФГБОУ ВО ""ВГПУ"", ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ, ВГПУ";Центральный;Воронежская обл;Воронеж;UTC+3;51.686516;39.2163702;2023-11-14 14:54:08.217432+03:00
5003;513966;О-З-02936-001;2023-11-10 15:46:02.050413+03:00;513875;1027806875381;2023-11-10;15;"СПБГЭТУ ""ЛЭТИ""";Северо-Западный;г Санкт-Петербург;Санкт-Петербург;UTC+3;59.9716667;30.322607;2023-11-10 15:46:02.050413+03:00
5004;513072;З-02904;2023-11-09 14:01:02.038721+03:00;0;1022100909710;2023-11-09;14;НОВОЧЕБОКСАРСКИЙ ХИМИКО-МЕХАНИЧЕСКИЙ ТЕХНИКУМ МИНОБРАЗОВАНИЯ ЧУВАШИИ;Приволжский;Чувашская республика - Чувашия;Новочебоксарск;UTC+3;56.1250486;47.5035347;2023-11-09 14:01:02.038721+03:00
5005;515065;З-02965;2023-11-13 10:21:01.725066+03:00;0;1022501297785;2023-11-13;10;"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ";Дальневосточный;Приморский край;Владивосток;UTC+10;43.03068;131.886293;2023-11-13 17:21:01.725066+10:00
5006;513979;О-З-02938-002;2023-11-10 15:53:02.338279+03:00;513900;1027808758669;2023-11-10;15;ГБОУ ШКОЛА № 461 САНКТ-ПЕТЕРБУРГА;Северо-Западный;г Санкт-Петербург;Колпино;UTC+3;59.7342297;30.5729022;2023-11-10 15:53:02.338279+03:00
5007;516766;З-03016;2023-11-14 15:09:02.038272+03:00;0;1057747900143;2023-11-14;15;УРАЛЬСКИЙ ИНСТИТУТ ГПС МЧС РОССИИ;Уральский;Свердловская обл;Екатеринбург;UTC+5;56.8466706;60.6467496;2023-11-14 17:09:02.038272+05:00
5008;514748;ОП-З-02956-001;2023-11-13 09:09:56.521736+03:00;514737;1034205010729;2023-11-13;9;ГПОУ СПТ;Сибирский;Кемеровская область - Кузбасс;Кемерово;UTC+7;55.3909641;85.9991954;2023-11-13 13:09:56.521736+07:00
5009;514034;О-З-02928-001;2023-11-10 16:23:02.038434+03:00;513628;1033500072660;2023-11-10;16;"БОУ ВО ""ВОЛОГОДСКИЙ МНОГОПРОФИЛЬНЫЙ ЛИЦЕЙ""";Северо-Западный;Вологодская обл;Вологда;UTC+3;59.2302017;39.8695413;2023-11-10 16:23:02.038434+03:00
5010;517036;ОП-З-03024-001;2023-11-14 19:54:17.893925+03:00;517003;1026103275440;2023-11-14;19;"ГБПОУ РО ""РКСИ""";Южный;Ростовская обл;Ростов-на-Дону;UTC+3;47.2147089;39.704794;2023-11-14 19:54:17.893925+03:00
5011;530561;ОП-З-03388-001;2023-12-13 14:34:24.587291+03:00;530550;1021602857605;2023-12-13;14;"УВО ""УНИВЕРСИТЕТ УПРАВЛЕНИЯ ""ТИСБИ""";Приволжский;Респ Татарстан;Казань;UTC+3;55.7898711;49.134656;2023-12-13 14:34:24.587291+03:00
5012;514107;ОП-З-02886-001;2023-11-10 16:33:50.053300+03:00;512539;1023801748761;2023-11-10;16;ФГБОУ ВО ИРГУПС;Сибирский;Иркутская обл;Иркутск;UTC+8;52.2706224;104.2610916;2023-11-10 21:33:50.053300+08:00
5013;514066;ОП-З-02919-001;2023-11-10 16:32:48.707183+03:00;513367;1026602950065;2023-11-10;16;"ФГБОУ ВО ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО УРГУПС, УРГУПС";Уральский;Свердловская обл;Екатеринбург;UTC+5;56.848842;60.576984;2023-11-10 18:32:48.707183+05:00
